user_id,signup_date,country,device,acquisition_channel
63,2025-06-07,Indonesia,mobile,tiktok
64,2025-08-06,Malaysia,mobile,referral
65,2024-09-20,Vietnam,mobile,tiktok
66,2026-06-02,Malaysia,mobile,referral
67,2025-04-06,Vietnam,desktop,facebook
68,2024-08-16,Singapore,mobile,referral
69,2025-08-18,Indonesia,mobile,google
70,2025-01-29,Indonesia,mobile,google
71,2026-03-22,Thailand,mobile,facebook
72,2025-10-17,Malaysia,mobile,google
73,2025-10-09,Malaysia,mobile,facebook
74,2026-05-04,Indonesia,mobile,facebook
75,2026-04-16,Singapore,mobile,google
76,2025-03-23,Malaysia,tablet,tiktok
77,2025-09-07,Vietnam,mobile,referral
78,2024-11-12,Thailand,mobile,tiktok
79,2025-12-15,Singapore,mobile,google
80,2024-08-09,Singapore,mobile,google
81,2024-07-21,Vietnam,tablet,organic
82,2025-11-11,Malaysia,mobile,organic
83,2024-12-10,Thailand,tablet,organic
84,2026-02-06,Vietnam,mobile,tiktok
85,2025-01-26,Vietnam,mobile,google
86,2024-08-16,Thailand,desktop,facebook
87,2026-04-11,Thailand,mobile,facebook
88,2024-12-13,Vietnam,mobile,tiktok
89,2026-04-20,Vietnam,mobile,facebook
90,2024-09-02,Indonesia,mobile,google
91,2025-04-07,Indonesia,desktop,referral
92,2025-01-17,Vietnam,mobile,tiktok
93,2025-06-03,Indonesia,mobile,facebook
94,2025-10-22,Indonesia,desktop,tiktok
95,2026-03-25,Malaysia,mobile,facebook
96,2025-03-26,Singapore,mobile,tiktok
97,2024-10-20,Malaysia,mobile,google
98,2025-03-30,Singapore,desktop,tiktok
99,2025-03-18,Singapore,mobile,referral
100,2024-11-25,Malaysia,mobile,google
101,2025-11-18,Singapore,mobile,tiktok
102,2025-01-09,Indonesia,mobile,organic
103,2025-12-13,Thailand,mobile,referral
104,2026-06-13,Malaysia,mobile,google
105,2025-11-28,Singapore,tablet,referral
106,2025-11-01,Indonesia,mobile,google
107,2024-08-10,Singapore,mobile,tiktok
108,2025-10-02,Indonesia,mobile,google
109,2025-10-22,Vietnam,mobile,facebook
110,2024-10-26,Indonesia,mobile,google
111,2025-08-04,Malaysia,desktop,google
112,2026-01-03,Singapore,mobile,google
113,2024-12-23,Vietnam,mobile,tiktok
114,2024-10-20,Singapore,mobile,tiktok
115,2025-06-10,Singapore,mobile,tiktok
116,2025-04-06,Indonesia,mobile,google
117,2025-01-11,Malaysia,mobile,tiktok
118,2026-06-04,Vietnam,mobile,google
119,2025-10-26,Singapore,mobile,google
120,2025-12-02,Thailand,desktop,facebook
121,2025-08-22,Malaysia,mobile,tiktok
122,2024-12-03,Thailand,desktop,tiktok
123,2025-11-29,Vietnam,desktop,google
124,2025-02-22,Singapore,mobile,google
125,2026-04-01,Singapore,mobile,google
126,2026-02-02,Malaysia,desktop,google
127,2026-02-08,Indonesia,mobile,google
128,2024-07-29,Indonesia,mobile,referral
129,2024-12-10,Indonesia,desktop,google
130,2026-03-16,Singapore,desktop,referral
131,2024-07-10,Vietnam,mobile,tiktok
132,2026-03-03,Indonesia,mobile,organic
133,2025-02-16,Vietnam,mobile,referral
134,2025-04-23,Indonesia,mobile,organic
135,2025-01-09,Thailand,desktop,tiktok
136,2024-08-06,Vietnam,mobile,google
137,2024-11-26,Vietnam,mobile,tiktok
138,2026-05-26,Vietnam,tablet,facebook
139,2025-08-30,Indonesia,mobile,google
140,2026-04-27,Malaysia,mobile,referral
141,2025-12-25,Indonesia,desktop,google
142,2025-02-15,Thailand,mobile,tiktok
143,2024-11-28,Thailand,desktop,tiktok
144,2025-11-07,Singapore,mobile,referral
145,2025-07-08,Indonesia,mobile,google
146,2025-04-19,Indonesia,mobile,referral
147,2026-05-04,Indonesia,mobile,google
148,2026-05-27,Vietnam,mobile,tiktok
149,2025-10-28,Indonesia,desktop,organic
150,2025-06-07,Indonesia,mobile,google
151,2024-10-04,Indonesia,mobile,tiktok
152,2025-01-07,Vietnam,mobile,tiktok
153,2024-10-02,Singapore,mobile,google
154,2024-12-24,Singapore,mobile,facebook
155,2026-01-15,Indonesia,mobile,organic
156,2025-08-26,Malaysia,mobile,referral
157,2025-08-08,Malaysia,tablet,google
158,2025-01-06,Vietnam,mobile,referral
159,2026-01-17,Thailand,tablet,google
160,2025-09-13,Thailand,tablet,tiktok
161,2025-05-14,Indonesia,mobile,tiktok
162,2026-05-14,Indonesia,mobile,organic
163,2025-09-12,Singapore,mobile,organic
164,2025-04-22,Vietnam,mobile,facebook
165,2025-03-24,Malaysia,mobile,tiktok
166,2024-12-03,Malaysia,mobile,google
167,2024-10-01,Vietnam,tablet,facebook
168,2025-07-16,Thailand,mobile,referral
169,2025-07-04,Indonesia,mobile,organic
170,2024-08-25,Indonesia,desktop,facebook
171,2026-01-24,Indonesia,mobile,organic
172,2024-07-22,Vietnam,mobile,google
173,2026-04-15,Malaysia,desktop,organic
174,2024-09-09,Singapore,mobile,tiktok
175,2024-10-12,Vietnam,desktop,referral
176,2025-10-16,Thailand,mobile,google
177,2024-10-18,Singapore,desktop,referral
178,2026-02-21,Vietnam,tablet,facebook
179,2025-11-26,Indonesia,desktop,referral
180,2025-05-09,Malaysia,mobile,google
181,2025-09-22,Vietnam,mobile,google
182,2024-08-04,Indonesia,mobile,tiktok
183,2025-04-10,Singapore,mobile,tiktok
184,2025-04-08,Indonesia,mobile,referral
185,2025-09-21,Thailand,mobile,referral
186,2025-06-14,Thailand,mobile,google
187,2025-07-31,Indonesia,mobile,facebook
188,2024-12-28,Malaysia,mobile,google
189,2025-08-19,Malaysia,mobile,tiktok
190,2026-04-15,Thailand,desktop,tiktok
191,2024-06-24,Thailand,desktop,tiktok
192,2025-11-26,Indonesia,desktop,organic
193,2025-12-27,Singapore,desktop,tiktok
194,2024-09-12,Malaysia,mobile,organic
195,2025-11-27,Thailand,mobile,facebook
196,2026-05-04,Malaysia,mobile,google
197,2025-08-07,Singapore,mobile,google
198,2026-01-20,Indonesia,mobile,tiktok
199,2025-01-09,Vietnam,mobile,facebook
200,2026-02-02,Singapore,mobile,google
201,2025-10-26,Singapore,mobile,google
202,2025-03-07,Singapore,mobile,tiktok
203,2024-09-10,Malaysia,mobile,tiktok
204,2025-01-29,Indonesia,mobile,referral
205,2025-05-19,Indonesia,mobile,referral
206,2024-10-16,Vietnam,mobile,google
207,2025-06-03,Indonesia,mobile,google
208,2024-06-18,Malaysia,mobile,tiktok
209,2025-12-28,Indonesia,mobile,tiktok
210,2026-04-27,Indonesia,mobile,google
211,2025-12-26,Indonesia,desktop,tiktok
212,2025-01-06,Thailand,mobile,tiktok
213,2025-07-09,Thailand,mobile,google
214,2026-01-28,Malaysia,mobile,tiktok
215,2024-11-01,Malaysia,mobile,google
216,2025-07-15,Vietnam,mobile,facebook
217,2026-05-25,Indonesia,mobile,google
218,2024-09-06,Thailand,mobile,facebook
219,2026-04-23,Thailand,mobile,google
220,2025-10-14,Malaysia,mobile,facebook
221,2025-02-02,Malaysia,tablet,facebook
222,2026-03-31,Malaysia,mobile,google
223,2025-10-25,Malaysia,mobile,google
224,2025-07-15,Malaysia,mobile,referral
225,2025-10-02,Singapore,mobile,tiktok
226,2024-11-17,Vietnam,mobile,tiktok
227,2024-10-12,Vietnam,desktop,referral
228,2025-04-02,Malaysia,mobile,facebook
229,2026-01-29,Vietnam,mobile,facebook
230,2024-10-19,Malaysia,desktop,google
231,2025-08-08,Malaysia,mobile,tiktok
232,2026-02-10,Malaysia,mobile,facebook
233,2026-06-02,Malaysia,mobile,google
234,2025-08-01,Thailand,mobile,google
235,2026-05-30,Malaysia,mobile,google
236,2024-06-16,Vietnam,mobile,referral
237,2025-09-24,Malaysia,mobile,referral
238,2025-02-22,Thailand,mobile,tiktok
239,2025-06-30,Malaysia,desktop,referral
240,2024-07-01,Vietnam,mobile,facebook
241,2024-09-10,Vietnam,mobile,google
242,2026-06-07,Indonesia,mobile,referral
243,2025-03-24,Singapore,desktop,google
244,2026-04-29,Singapore,mobile,referral
245,2026-03-23,Indonesia,mobile,tiktok
246,2026-03-04,Vietnam,mobile,referral
247,2025-02-09,Thailand,mobile,tiktok
248,2024-12-18,Malaysia,mobile,tiktok
249,2024-07-30,Malaysia,desktop,tiktok
250,2024-12-20,Thailand,desktop,facebook
251,2026-04-28,Singapore,desktop,facebook
252,2025-08-30,Malaysia,mobile,referral
253,2024-08-16,Indonesia,mobile,referral
254,2024-08-21,Indonesia,mobile,tiktok
255,2026-01-05,Malaysia,mobile,google
256,2025-06-28,Thailand,desktop,referral
257,2026-03-11,Malaysia,desktop,google
258,2024-08-08,Indonesia,mobile,tiktok
259,2026-01-27,Indonesia,mobile,google
260,2025-08-03,Indonesia,mobile,facebook
261,2026-01-31,Indonesia,mobile,google
262,2024-09-21,Malaysia,mobile,organic
263,2024-09-23,Thailand,mobile,tiktok
264,2025-11-10,Vietnam,mobile,facebook
265,2025-06-20,Thailand,mobile,google
266,2025-08-17,Vietnam,desktop,facebook
267,2024-10-22,Indonesia,desktop,facebook
268,2025-01-07,Singapore,mobile,facebook
269,2025-07-30,Thailand,mobile,organic
270,2026-04-24,Vietnam,mobile,google
271,2025-09-30,Vietnam,desktop,google
272,2025-05-10,Vietnam,desktop,tiktok
273,2024-11-27,Thailand,mobile,google
274,2026-06-07,Malaysia,desktop,google
275,2025-08-08,Malaysia,mobile,tiktok
276,2026-01-23,Vietnam,mobile,tiktok
277,2026-01-03,Indonesia,mobile,google
278,2025-12-03,Thailand,mobile,google
279,2024-11-19,Thailand,mobile,organic
280,2025-12-21,Malaysia,mobile,facebook
281,2025-02-13,Singapore,mobile,google
282,2025-04-21,Vietnam,mobile,tiktok
283,2025-11-19,Singapore,tablet,tiktok
284,2025-11-02,Thailand,mobile,facebook
285,2025-04-02,Malaysia,desktop,google
286,2025-05-22,Singapore,mobile,tiktok
287,2026-05-15,Thailand,mobile,referral
288,2025-07-23,Thailand,mobile,tiktok
289,2025-06-01,Thailand,mobile,google
290,2024-09-17,Singapore,desktop,organic
291,2024-12-25,Malaysia,mobile,facebook
292,2024-12-07,Thailand,mobile,google
293,2024-08-04,Indonesia,mobile,google
294,2025-03-05,Malaysia,mobile,facebook
295,2024-07-02,Singapore,mobile,referral
296,2025-09-15,Singapore,mobile,google
297,2025-08-20,Singapore,mobile,facebook
298,2024-12-11,Vietnam,desktop,tiktok
299,2025-09-16,Indonesia,mobile,google
300,2024-12-04,Vietnam,mobile,google
301,2024-06-21,Malaysia,mobile,google
302,2024-08-10,Thailand,mobile,referral
303,2025-12-17,Indonesia,mobile,google
304,2025-10-19,Malaysia,mobile,google
305,2024-07-31,Indonesia,mobile,facebook
306,2024-12-10,Thailand,mobile,organic
307,2024-08-07,Indonesia,mobile,referral
308,2026-05-20,Thailand,desktop,referral
309,2024-07-10,Thailand,mobile,google
310,2026-04-14,Thailand,mobile,google
311,2025-02-27,Singapore,desktop,organic
312,2024-08-10,Thailand,mobile,google
313,2025-07-20,Singapore,desktop,google
314,2024-12-17,Thailand,mobile,facebook
315,2025-01-18,Indonesia,desktop,google
316,2025-11-17,Singapore,mobile,organic
317,2025-06-28,Vietnam,mobile,facebook
318,2024-11-29,Indonesia,mobile,organic
319,2025-08-08,Thailand,mobile,tiktok
320,2024-09-26,Singapore,mobile,facebook
321,2025-12-29,Singapore,mobile,google
322,2026-06-12,Malaysia,mobile,tiktok
323,2026-05-02,Indonesia,mobile,facebook
324,2025-09-02,Thailand,mobile,organic
325,2025-09-06,Indonesia,mobile,google
326,2025-06-18,Malaysia,mobile,google
327,2024-12-21,Thailand,mobile,tiktok
328,2026-02-15,Indonesia,mobile,google
329,2025-06-18,Indonesia,mobile,facebook
330,2026-03-05,Thailand,mobile,referral
331,2025-04-28,Indonesia,mobile,google
332,2024-11-10,Thailand,mobile,google
333,2024-08-28,Vietnam,mobile,organic
334,2024-08-30,Thailand,mobile,tiktok
335,2025-11-09,Vietnam,mobile,referral
336,2025-05-16,Indonesia,mobile,referral
337,2025-03-18,Malaysia,mobile,google
338,2025-05-11,Vietnam,desktop,google
339,2025-05-01,Indonesia,desktop,google
340,2025-06-13,Thailand,desktop,google
341,2026-04-17,Indonesia,mobile,organic
342,2026-01-03,Vietnam,desktop,tiktok
343,2024-07-28,Vietnam,desktop,tiktok
344,2025-11-21,Indonesia,mobile,facebook
345,2025-11-05,Malaysia,mobile,google
346,2025-10-30,Indonesia,mobile,facebook
347,2024-08-31,Singapore,mobile,tiktok
348,2024-08-02,Indonesia,mobile,facebook
349,2025-04-24,Vietnam,mobile,google
350,2026-01-02,Singapore,desktop,google
351,2025-03-06,Vietnam,mobile,organic
352,2026-02-27,Indonesia,tablet,tiktok
353,2026-04-16,Indonesia,mobile,tiktok
354,2024-09-08,Indonesia,desktop,organic
355,2024-12-26,Indonesia,mobile,tiktok
356,2024-11-11,Indonesia,mobile,google
357,2024-11-10,Malaysia,mobile,google
358,2025-08-06,Malaysia,mobile,google
359,2025-05-30,Vietnam,mobile,tiktok
360,2024-10-02,Indonesia,mobile,organic
361,2025-05-09,Indonesia,mobile,tiktok
362,2024-11-05,Vietnam,desktop,tiktok
363,2025-01-18,Indonesia,mobile,organic
364,2025-06-10,Malaysia,desktop,facebook
365,2024-12-27,Indonesia,mobile,google
366,2026-04-26,Singapore,mobile,google
367,2026-06-03,Indonesia,mobile,google
368,2024-08-13,Vietnam,desktop,organic
369,2025-05-26,Vietnam,mobile,tiktok
370,2026-03-05,Indonesia,mobile,google
371,2026-04-16,Indonesia,mobile,google
372,2026-04-11,Thailand,mobile,facebook
373,2025-08-17,Singapore,desktop,google
374,2024-08-31,Singapore,desktop,organic
375,2024-07-25,Vietnam,desktop,facebook
376,2025-11-04,Thailand,mobile,tiktok
377,2025-08-09,Malaysia,mobile,facebook
378,2026-03-27,Thailand,mobile,google
379,2024-06-27,Indonesia,mobile,referral
380,2024-08-27,Thailand,mobile,facebook
381,2026-06-05,Indonesia,mobile,facebook
382,2026-01-22,Thailand,mobile,referral
383,2026-04-06,Indonesia,mobile,referral
384,2024-12-16,Vietnam,mobile,referral
385,2024-10-23,Indonesia,mobile,facebook
386,2025-04-27,Indonesia,mobile,referral
387,2025-06-28,Vietnam,mobile,referral
388,2025-06-24,Singapore,mobile,facebook
389,2024-11-29,Singapore,desktop,referral
390,2026-04-18,Thailand,mobile,google
391,2025-04-23,Indonesia,tablet,facebook
392,2026-05-17,Malaysia,mobile,tiktok
393,2024-07-31,Indonesia,mobile,referral
394,2024-10-21,Thailand,tablet,tiktok
395,2025-04-06,Indonesia,desktop,google
396,2024-06-17,Vietnam,mobile,google
397,2025-04-15,Malaysia,mobile,google
398,2025-01-07,Thailand,mobile,facebook
399,2026-06-05,Singapore,desktop,organic
400,2026-02-15,Vietnam,mobile,google
401,2026-02-15,Indonesia,mobile,google
402,2025-06-04,Malaysia,mobile,referral
403,2025-01-23,Indonesia,mobile,google
404,2025-05-10,Vietnam,mobile,tiktok
405,2025-12-09,Singapore,desktop,facebook
406,2026-01-04,Malaysia,mobile,facebook
407,2026-02-14,Indonesia,mobile,organic
408,2025-08-21,Singapore,mobile,organic
409,2025-11-12,Thailand,mobile,tiktok
410,2025-12-26,Malaysia,tablet,tiktok
411,2025-06-29,Vietnam,mobile,google
412,2024-10-14,Singapore,mobile,tiktok
413,2024-11-10,Vietnam,mobile,organic
414,2025-02-01,Singapore,desktop,referral
415,2024-12-02,Indonesia,desktop,referral
416,2024-07-31,Indonesia,mobile,google
417,2025-09-08,Vietnam,mobile,referral
418,2026-01-08,Thailand,mobile,google
419,2025-08-11,Indonesia,mobile,google
420,2024-08-02,Thailand,mobile,facebook
421,2026-01-17,Malaysia,desktop,tiktok
422,2025-02-14,Thailand,mobile,google
423,2024-07-30,Malaysia,mobile,facebook
424,2024-07-24,Malaysia,mobile,referral
425,2025-09-12,Indonesia,mobile,tiktok
426,2025-06-21,Singapore,mobile,organic
427,2025-07-11,Singapore,mobile,facebook
428,2026-05-31,Indonesia,mobile,google
429,2026-04-09,Malaysia,mobile,google
430,2025-08-02,Malaysia,mobile,google
431,2024-10-16,Malaysia,mobile,facebook
432,2024-07-30,Indonesia,desktop,google
433,2025-07-15,Singapore,mobile,facebook
434,2024-08-17,Indonesia,mobile,organic
435,2026-04-08,Singapore,mobile,facebook
436,2024-11-07,Vietnam,mobile,referral
437,2024-08-08,Malaysia,desktop,google
438,2025-09-21,Vietnam,mobile,referral
439,2024-08-07,Thailand,mobile,tiktok
440,2025-11-22,Indonesia,mobile,google
441,2026-04-16,Malaysia,mobile,referral
442,2024-12-15,Malaysia,tablet,tiktok
443,2025-04-25,Singapore,desktop,facebook
444,2024-09-17,Thailand,mobile,facebook
445,2026-05-08,Malaysia,tablet,organic
446,2025-09-01,Indonesia,mobile,facebook
447,2024-12-24,Singapore,mobile,google
448,2025-09-08,Thailand,desktop,facebook
449,2025-09-20,Indonesia,mobile,tiktok
450,2024-07-16,Malaysia,tablet,google
451,2025-10-10,Vietnam,mobile,tiktok
452,2024-08-18,Indonesia,mobile,referral
453,2025-05-07,Vietnam,mobile,google
454,2025-11-08,Thailand,desktop,google
455,2025-09-12,Indonesia,mobile,facebook
456,2025-08-29,Singapore,mobile,organic
457,2025-07-27,Singapore,mobile,organic
458,2025-02-16,Singapore,desktop,tiktok
459,2026-06-12,Malaysia,desktop,tiktok
460,2025-01-04,Thailand,mobile,facebook
461,2024-11-21,Singapore,mobile,organic
462,2025-11-18,Malaysia,mobile,tiktok
463,2025-12-24,Indonesia,mobile,organic
464,2025-02-15,Thailand,mobile,google
465,2024-12-18,Singapore,mobile,tiktok
466,2025-01-08,Indonesia,mobile,google
467,2025-04-19,Indonesia,mobile,google
468,2024-09-25,Singapore,mobile,facebook
469,2025-11-19,Indonesia,mobile,referral
470,2025-10-30,Indonesia,mobile,referral
471,2025-02-04,Malaysia,mobile,google
472,2025-06-06,Singapore,mobile,organic
473,2025-02-16,Singapore,mobile,tiktok
474,2026-06-07,Vietnam,mobile,tiktok
475,2026-01-20,Singapore,mobile,organic
476,2026-06-12,Vietnam,mobile,organic
477,2024-08-11,Indonesia,desktop,tiktok
478,2024-06-23,Thailand,mobile,facebook
479,2025-06-06,Singapore,mobile,tiktok
480,2025-10-11,Indonesia,mobile,facebook
481,2025-08-27,Vietnam,mobile,facebook
482,2024-09-01,Thailand,desktop,google
483,2024-08-11,Indonesia,desktop,organic
484,2025-08-07,Indonesia,mobile,facebook
485,2024-11-28,Vietnam,mobile,google
486,2025-07-13,Vietnam,mobile,facebook
487,2025-01-07,Malaysia,mobile,tiktok
488,2024-09-26,Indonesia,mobile,facebook
489,2026-06-10,Vietnam,mobile,organic
490,2025-03-14,Thailand,desktop,referral
491,2026-05-01,Thailand,mobile,referral
492,2024-08-08,Thailand,mobile,facebook
493,2026-04-29,Indonesia,desktop,referral
494,2024-12-22,Thailand,desktop,google
495,2025-03-30,Thailand,mobile,tiktok
496,2025-01-23,Malaysia,mobile,facebook
497,2024-10-16,Malaysia,mobile,google
498,2025-05-22,Malaysia,mobile,google
499,2026-03-25,Indonesia,mobile,facebook
500,2025-08-11,Thailand,mobile,referral
501,2025-12-14,Thailand,mobile,google
502,2025-02-05,Malaysia,mobile,tiktok
503,2025-10-04,Thailand,mobile,facebook
504,2026-03-04,Indonesia,desktop,facebook
505,2025-11-05,Vietnam,mobile,google
506,2025-07-31,Singapore,mobile,referral
507,2024-06-22,Malaysia,desktop,google
508,2025-11-16,Vietnam,mobile,google
509,2026-03-12,Thailand,mobile,google
510,2025-08-20,Malaysia,desktop,tiktok
511,2025-02-03,Malaysia,mobile,facebook
512,2026-06-09,Malaysia,mobile,google
513,2025-11-13,Singapore,mobile,google
514,2024-09-04,Thailand,mobile,google
515,2026-06-15,Thailand,mobile,organic
516,2026-04-29,Thailand,desktop,facebook
517,2024-09-28,Singapore,mobile,organic
518,2025-01-07,Indonesia,desktop,referral
519,2024-09-13,Malaysia,mobile,facebook
520,2026-05-08,Thailand,desktop,organic
521,2024-09-07,Malaysia,mobile,referral
522,2026-01-13,Malaysia,desktop,tiktok
523,2025-08-19,Indonesia,mobile,facebook
524,2024-10-14,Thailand,mobile,google
525,2025-01-13,Indonesia,desktop,google
526,2025-01-20,Singapore,mobile,facebook
527,2025-09-28,Indonesia,mobile,google
528,2024-11-26,Malaysia,mobile,tiktok
529,2025-12-25,Vietnam,mobile,facebook
530,2025-03-09,Thailand,mobile,facebook
531,2024-11-21,Indonesia,tablet,google
532,2025-12-01,Singapore,mobile,facebook
533,2025-10-21,Malaysia,mobile,google
534,2026-04-09,Vietnam,mobile,tiktok
535,2025-01-07,Malaysia,mobile,google
536,2025-07-13,Thailand,mobile,referral
537,2025-06-30,Malaysia,mobile,referral
538,2024-12-28,Indonesia,mobile,tiktok
539,2026-05-20,Malaysia,mobile,organic
540,2026-05-22,Indonesia,mobile,facebook
541,2026-04-04,Thailand,mobile,facebook
542,2024-07-25,Vietnam,mobile,facebook
543,2024-08-26,Malaysia,mobile,google
544,2025-10-21,Thailand,desktop,tiktok
545,2025-05-11,Indonesia,desktop,organic
546,2026-03-22,Malaysia,mobile,google
547,2025-01-16,Vietnam,desktop,tiktok
548,2024-07-20,Indonesia,mobile,facebook
549,2024-06-18,Singapore,desktop,google
550,2025-03-02,Indonesia,desktop,facebook
551,2026-02-04,Singapore,mobile,google
552,2024-09-25,Malaysia,mobile,organic
553,2025-10-23,Thailand,mobile,tiktok
554,2025-01-05,Thailand,mobile,tiktok
555,2024-10-19,Vietnam,mobile,organic
556,2026-01-12,Vietnam,mobile,organic
557,2025-05-25,Singapore,desktop,tiktok
558,2025-08-18,Vietnam,desktop,referral
559,2025-12-16,Indonesia,mobile,google
560,2025-05-14,Thailand,mobile,facebook
561,2025-08-25,Malaysia,tablet,facebook
562,2024-06-23,Indonesia,mobile,referral
563,2024-09-10,Vietnam,mobile,facebook
564,2024-08-13,Indonesia,mobile,tiktok
565,2026-05-02,Malaysia,mobile,tiktok
566,2025-12-04,Singapore,mobile,google
567,2026-05-19,Vietnam,mobile,organic
568,2024-10-09,Thailand,mobile,tiktok
569,2025-08-13,Thailand,mobile,facebook
570,2024-07-13,Malaysia,mobile,facebook
571,2026-03-26,Singapore,mobile,referral
572,2025-03-29,Thailand,mobile,organic
573,2025-09-11,Singapore,mobile,organic
574,2025-08-19,Malaysia,mobile,google
575,2024-10-09,Malaysia,mobile,facebook
576,2025-05-15,Singapore,mobile,organic
577,2024-09-22,Indonesia,mobile,tiktok
578,2024-07-18,Indonesia,mobile,tiktok
579,2025-02-10,Singapore,desktop,tiktok
580,2025-03-26,Singapore,mobile,tiktok
581,2026-05-15,Indonesia,mobile,referral
582,2026-06-10,Singapore,mobile,tiktok
583,2026-02-24,Singapore,mobile,referral
584,2026-04-15,Singapore,mobile,google
585,2024-07-16,Singapore,mobile,organic
586,2026-05-15,Indonesia,tablet,tiktok
587,2025-03-20,Singapore,mobile,tiktok
588,2024-11-26,Indonesia,mobile,tiktok
589,2025-11-27,Singapore,mobile,facebook
590,2024-12-26,Thailand,mobile,tiktok
591,2025-11-16,Thailand,desktop,referral
592,2024-09-03,Vietnam,desktop,tiktok
593,2025-03-17,Indonesia,mobile,google
594,2026-02-11,Indonesia,mobile,organic
595,2025-08-24,Thailand,mobile,facebook
596,2026-05-03,Vietnam,mobile,facebook
597,2026-04-26,Singapore,mobile,google
598,2025-04-27,Indonesia,mobile,facebook
599,2025-10-11,Singapore,mobile,facebook
600,2026-01-19,Singapore,mobile,google
601,2024-10-14,Vietnam,mobile,tiktok
602,2026-06-05,Malaysia,mobile,referral
603,2026-06-08,Indonesia,mobile,google
604,2024-12-16,Singapore,mobile,referral
605,2026-04-18,Malaysia,mobile,google
606,2024-10-20,Vietnam,mobile,referral
607,2026-02-27,Indonesia,mobile,google
608,2026-03-07,Singapore,mobile,referral
609,2024-10-31,Indonesia,mobile,google
610,2026-05-01,Vietnam,desktop,google
611,2025-05-02,Vietnam,mobile,facebook
612,2024-07-05,Indonesia,desktop,facebook
613,2024-11-02,Singapore,mobile,organic
614,2026-01-09,Malaysia,mobile,tiktok
615,2026-06-04,Thailand,mobile,organic
616,2025-03-01,Malaysia,mobile,google
617,2026-02-13,Vietnam,mobile,google
618,2026-06-08,Indonesia,desktop,referral
619,2025-05-01,Vietnam,mobile,referral
620,2026-03-01,Thailand,desktop,facebook
621,2025-11-18,Indonesia,mobile,google
622,2026-04-18,Thailand,tablet,organic
623,2026-01-07,Singapore,mobile,google
624,2026-03-07,Indonesia,desktop,google
625,2024-12-25,Thailand,desktop,facebook
626,2025-01-09,Thailand,mobile,tiktok
627,2024-10-17,Malaysia,mobile,facebook
628,2026-02-17,Vietnam,mobile,referral
629,2025-12-12,Singapore,mobile,google
630,2024-09-07,Malaysia,mobile,organic
631,2025-04-09,Singapore,mobile,referral
632,2026-04-24,Malaysia,mobile,facebook
633,2024-07-16,Indonesia,mobile,tiktok
634,2026-04-13,Indonesia,mobile,google
635,2025-06-16,Indonesia,mobile,facebook
